Data,CAC40,MC.PA,OR.PA,RMS.PA,TTE.PA,SAN.PA,AIR.PA,SU.PA,AI.PA,EL.PA,BNP.PA,CS.PA,SAF.PA,DG.PA,STLAP.PA,KER.PA,TEP.PA,WLN.PA,VIV.PA,ALO.PA,ERF.PA,RNO.PA,CA.PA,EN.PA,PUB.PA,GLE.PA,VIE.PA,ML.PA,LR.PA,CAP.PA,SGO.PA,ORA.PA,HO.PA,ACA.PA,STMPA.PA,ENGI.PA,BN.PA,RI.PA,DSY.PA
2022-08-17T07:00:00.0,-0.009747360387699121,0.002146237840902455,0.004824319573357103,0.0028788135279913295,0.0007766272100179847,-0.056819489428620806,-0.02171163948365782,-0.007182610668066883,-0.00528561375619308,-0.0012307325267236994,-0.013066063327053293,-0.00549110017875815,-0.007469285072438679,-0.01092320059207461,-0.013152627206805509,-0.0010635195388864925,-0.008054101607084243,-0.004316188658182417,-0.017363279838551758,-0.06824806477786764,-0.005238387338329128,-0.02488216219892876,0.0,-0.012341689834008032,-0.017746926289240954,-0.014388447295315205,-0.019070239145140215,-0.037152861518657876,-0.011607834063219583,-0.009561703527600697,-0.03092456969477687,0.0033022546510398368,0.009634634219427334,-0.01433981534473121,-0.043385731663764214,-0.0020037144626858503,-0.0009234761586772947,0.0033496173809731233,-0.005730992620407443
2022-08-18T07:00:00.0,0.004454450594947689,0.009280416458169067,-0.0019204968636129692,0.010046615456132023,0.02444698113368165,0.0006123346822332822,0.004808669658877259,0.01003986594817783,0.006789714935641227,0.0015404070709431337,-0.008994478012549694,-0.0030674549126403264,-0.0003583569114741783,0.001486687845117202,0.011559906278683923,-0.001419646761159557,0.016239094695790494,-0.009810638540085913,-0.015706842048635365,-0.004019639572031769,-0.0002632526396544523,0.008672492137947447,0.0046256293301527125,0.005919101519457527,-0.0011783147042412933,-0.004293680777873657,-0.01377078032759457,0.0022923433506954606,0.006496709609176548,0.004558853083614209,-0.025864875920769543,-0.00038726255204736527,-0.008747443528172971,-0.011315322069109197,0.03227615477728006,-0.002162209888183624,-0.007579970788758231,0.00025687058601481293,0.007763762792107504
2022-08-19T07:00:00.0,-0.009389365470412088,-0.012165898197622647,-0.004535462387145103,-0.007815252450894148,-0.0020832781320156302,-0.0007341776295369316,-0.02227137186247029,-0.016956635124907096,0.0005863787897633845,-0.00522919497057031,-0.027942007023328257,-0.004717985968269711,-0.014877281244689953,-0.00551376213855323,-0.02944344668587654,-0.008175046327226402,-0.008948600099521628,-0.014516153132841993,-0.00465422993906417,-0.017937184889800672,-0.013958414961266832,-0.03075399770126179,0.0017266384546580158,-0.003595940283254282,0.0003932349225719188,-0.028676174089450866,-0.009034932451290854,-0.016771513015610705,-0.015888763878944917,-0.00587292823975775,-0.0062069042043196845,0.005035967949892133,0.0036100814273365856,-0.020846131578983924,-0.012938045154283142,0.0012382142147121735,-0.0005588484957612327,0.0033375775758943496,-0.007120387653017571
2022-08-22T07:00:00.0,-0.018025385877057546,-0.022483200702711995,-0.0006902937166437437,-0.013247409171623096,0.0066426217047403004,0.016164550256448328,-0.028237970509629024,-0.04401490368233133,-0.032673964102045705,-0.0321583177537955,-0.024758700002363083,-0.01978563074352548,-0.018922898995471376,-0.016206483708771317,-0.04017178362704882,-0.03153543461967941,-0.017091293797004317,-0.01776951433472599,0.0006679678839385374,-0.02602737654832141,-0.03231838609186048,-0.04418285715634738,-0.008905494248645847,-0.016404195607751693,-0.03655655057162906,-0.03018868165487281,-0.03564024606044843,-0.03237064331305543,-0.03582235597400463,-0.028732493409128392,-0.03435123341535754,-0.0023126313463893676,0.0007993199515757848,-0.02671670544639356,-0.02867278820774896,-0.0018549838654753604,-0.00782854788893198,-0.005885339193405324,-0.04714312671916883
2022-08-23T07:00:00.0,-0.0026212409079844393,-0.004101918474801282,-0.021552930528646413,-0.010522509995033362,0.03242824708166378,-0.017835683727914265,-0.0034869749422441433,-0.004044207940064894,-0.00787637866635724,-0.009265196678249238,0.0031196229763471757,0.0008409494930865207,-0.007603820084455298,0.0040099803344263996,0.01270032790235279,-0.0033303313249735387,-0.01640415463113909,-0.004998788213829,0.006675546636390282,-0.0028129609746904813,-0.02070105830025319,-0.004640360245913365,-0.009855146981109978,0.00033353677236182613,-0.004080033501627322,0.004577698646377106,-0.007305555868495556,-0.004607358812281953,-0.0034013883820813435,-0.0013823681467091825,-0.00035929862179455587,-0.005408516499910979,-0.005191648069380593,0.003323996914272387,0.004638619563069245,0.001238981226506124,-0.005260187040401598,-0.01956248214892839,-0.024059212428675456
2022-08-24T07:00:00.0,0.0038886620943976236,0.01029712488413844,0.018497583887913303,0.022368883098004548,-0.020452736187541704,-0.0018405444142768916,0.004276813042452082,0.010620024997375719,0.009618286166521006,0.01741371854131119,0.0007506555436266352,-0.00567212916799263,0.003550792530413897,0.003022482827560315,0.0099757326191775,0.00909591789696015,0.0023349041781873595,0.010287088828330316,0.0008841633527214765,0.005641701581292935,0.011555851165660413,0.009144703565861593,-0.007318489178571713,-0.004668159790398219,0.0045064150746934005,-0.0004557026073735809,-0.010389607709858572,0.007848733728954557,-0.004725657769879315,0.009966724959024105,-0.006350332942365175,-0.01281808559202075,-0.006824629096040617,-0.004809275686247119,0.004897273733003987,0.0012374480516014134,0.010576005849713068,0.011289131180969345,0.019342525731216406
2022-08-25T07:00:00.0,-0.0008141385024744489,0.001310520377496238,-0.0030500793947379375,-0.004304236326668466,0.007457049507607714,-0.011063240447642913,0.005613649687888417,-0.016226225426116517,-0.0012096445893605555,-0.0038034715182220834,-0.0005358303183585944,-0.0019016094395330762,-0.0027933537963601256,0.0016143141024225116,-0.005644166930245739,-0.00018388021780255085,-0.002994937875240202,-0.0037887721796464988,-0.002208401716668446,-0.017765267596380148,0.0078015063366758935,0.006751927934263594,0.005897955466111808,-0.0050251106769908845,0.004893865293545671,-0.004558916321572401,0.006561634640829845,-0.0023962492271255857,-0.007385881836556875,0.00027410714232327886,0.0013264834296438037,-0.0015739393339665793,0.009296687134819048,-0.0027919984197803255,0.016986874348119026,-0.002626357551683448,-0.002242569539230369,-0.007009422556978227,0.004836964663193462
2022-08-26T07:00:00.0,-0.016814116295004337,-0.02719213157107682,-0.01891248682030426,-0.03710368554162548,-0.0014802481541130884,0.017899306330927976,-0.01905679585016449,-0.02057808928720556,-0.018622339302423924,-0.03340756357795248,-0.016832884701993612,-0.008044038293078534,-0.02147522211213936,-0.012033987895086206,-0.024833200229385465,-0.026862843172887712,-0.035380572045757515,-0.029712384337235564,0.0002212531461969963,-0.01903851547629596,-0.01797060031379095,-0.032650820644887106,-0.009088252115817345,-0.016161717348719087,0.0018262922254525598,-0.010991583821695515,-0.017383684905153417,-0.028622921780968313,-0.017273492092182464,-0.02219787520569481,-0.01746157226761642,-0.01221673080549283,-0.007609088808742007,-0.018414955111512903,-0.02615012672247746,-0.012391569300351759,-0.018168198990293535,-0.017777719683858335,-0.023574400739066397
2022-08-29T07:00:00.0,-0.008284639528878687,-0.009118059588344059,-0.016725680176022852,-0.011971532851279415,0.00815404761044546,-0.005861518331463445,-0.015109915452105103,-0.01972733493749025,-0.010799077691774678,-0.009545775528563807,-0.0019628716006076493,-0.0057618744698530525,-0.013358785359933921,-0.0018488678711440876,0.0005820070508983839,-0.022310561195254885,-0.027335606710486085,0.002694772444241592,-0.0019914874818776048,0.0019407268015800433,-0.01829956173189986,0.021163958820910038,0.0008876424910530162,0.0017111978530034624,-0.01012757201315056,0.008103809446965671,-0.009730322284260682,-0.003090773637903867,-0.02028123335002736,-0.021860960601608716,-0.005760451122190112,0.017354927062692958,-0.016142049379982495,-0.00010955982304769272,-0.01321504732697451,-0.043287344714582815,-0.0009538524039466339,-0.013042390138386073,-0.023764340383092674
2022-08-30T07:00:00.0,-0.0019381272988188473,-0.0016594440087129687,-0.012253173483779972,-0.005679603608768406,-0.036213181054340085,0.014617366867483233,0.002390934614459866,0.0029450307620402408,-0.004990679319454913,0.003655693735249725,0.01376748099747156,0.010731987084587046,-0.0023210715852243886,0.0023971098261903264,-0.009307756170736025,-0.0030941274118568038,0.017787213955121183,0.03738086410674665,0.0022172155171020255,0.015496393997702898,-0.006309099457614018,0.006610681804086315,-0.026899295957391794,0.009566117407954567,0.005729547170332639,0.01355077214417838,-0.0026796786159695007,0.009094597885045885,0.014904800506492408,0.003438466792558962,0.017628269220752033,-0.003529383729089435,-0.0028712201806163373,0.0116304471540238,0.0052712119132981355,-0.006721257574204678,-0.0038189770957046433,0.0013484413371555885,0.00012938807286246533
